NDA,INDIA,YSRCP,AAP,AD(WPD),AIMIM,ASP(KR),SAD,UPPL,ZPM,JKAIP,IND,is_hung
287,214,15,7,2,5,2,3,1,0,0,7,False
280,240,3,11,1,4,1,1,0,2,0,0,False
234,272,16,12,1,5,0,0,1,1,0,1,False
271,237,15,5,1,4,2,2,0,2,1,3,True
294,218,4,10,0,1,2,4,2,2,0,6,False
270,229,16,11,2,5,2,0,0,1,1,6,True
321,184,11,8,5,4,0,1,0,1,0,8,False
279,232,4,2,4,6,3,5,2,1,0,5,False
320,181,20,11,0,1,1,5,1,2,1,0,False
266,228,19,12,3,5,0,2,1,0,1,6,True
253,249,17,8,2,1,2,4,1,1,2,3,True
318,205,6,4,0,3,1,1,2,1,0,2,False
310,202,9,1,4,2,2,2,2,1,2,6,False
271,234,15,10,4,0,1,2,1,0,0,5,True
264,248,1,11,1,3,3,2,0,0,1,9,True
299,207,24,0,2,0,0,5,0,2,1,3,False
331,174,16,12,2,2,0,0,0,1,1,4,False
292,211,18,9,5,4,0,3,1,0,0,0,False
232,289,6,2,2,2,3,0,2,0,0,5,False
320,191,7,9,4,2,0,3,2,1,2,2,False
269,231,18,11,2,0,2,3,1,1,0,5,True
306,195,23,0,1,2,3,0,1,1,1,10,False
271,234,11,6,5,1,0,2,0,2,2,9,True
295,212,16,5,4,1,0,4,1,0,2,3,False
293,216,18,1,4,2,1,4,1,0,1,2,False
285,210,16,3,2,6,2,4,2,2,2,9,False
250,250,19,7,0,3,0,4,2,2,1,5,True
281,232,5,9,2,1,3,3,1,1,0,5,False
279,238,0,11,3,5,2,1,2,1,1,0,False
276,222,13,5,1,6,2,5,2,0,1,10,False
270,239,13,12,0,3,0,4,0,1,1,0,True
300,206,11,10,4,6,0,3,0,2,1,0,False
280,236,6,11,2,2,1,2,1,0,1,1,False
276,219,8,13,5,6,0,0,2,2,2,10,False
283,221,10,13,3,5,0,1,1,2,1,3,False
266,240,7,4,5,5,1,5,1,1,1,7,True
262,237,18,14,2,0,3,3,1,1,2,0,True
238,275,6,13,1,3,0,4,0,2,0,1,False
301,201,9,12,3,3,0,4,0,1,2,7,False
285,213,22,3,2,1,0,2,1,2,2,10,False
302,213,7,8,2,2,0,2,1,2,2,2,False
229,283,12,0,4,2,0,3,2,2,0,6,False
249,264,3,11,2,3,2,2,0,1,1,5,True
278,247,1,5,1,2,1,1,2,0,1,4,False
261,243,13,10,1,5,0,3,0,0,1,6,True
265,254,6,9,1,3,1,2,0,0,0,2,True
296,198,24,6,1,6,0,1,1,0,2,8,False
243,272,0,7,3,2,3,2,2,1,0,8,False
250,230,22,15,2,5,2,5,2,0,0,10,True
280,241,9,5,1,2,0,1,2,0,2,0,False
301,202,17,6,4,4,2,3,2,1,0,1,False
276,223,14,9,1,4,3,1,2,2,1,7,False
274,234,8,8,2,2,2,4,0,1,1,7,False
219,284,10,13,2,5,2,1,0,1,1,5,False
281,243,1,6,0,2,2,4,1,1,1,1,False
230,283,7,5,5,1,3,3,0,2,1,3,False
273,224,20,7,0,4,3,2,2,1,0,7,False
216,289,15,4,0,4,2,4,0,0,1,8,False
317,209,1,1,3,0,2,0,1,2,1,6,False
241,263,10,11,4,2,0,4,2,2,1,3,True
223,272,20,12,1,3,1,0,0,1,1,9,False
274,224,20,9,2,5,2,1,0,2,0,4,False
248,258,22,4,1,2,2,2,1,1,2,0,True
271,225,15,10,4,6,3,0,2,0,1,6,True
241,253,18,8,3,6,2,1,1,1,0,9,True
282,226,14,7,2,5,2,2,2,0,0,1,False
224,286,11,13,3,1,0,2,0,1,1,1,False
249,254,19,5,0,5,2,3,0,0,0,6,True
271,243,8,3,1,1,0,3,2,2,2,7,True
277,234,3,12,5,5,1,1,1,0,0,4,False
238,267,21,3,0,6,1,1,2,2,1,1,True
272,242,9,7,3,3,2,4,0,0,0,1,False
307,203,4,9,5,5,0,0,2,2,2,4,False
215,294,6,6,2,6,1,3,1,2,2,5,False
247,241,18,13,4,3,2,1,1,1,2,10,True
279,236,16,2,1,4,2,1,1,0,0,1,False
313,198,1,11,4,1,2,0,1,1,1,10,False
241,279,7,7,1,5,0,0,0,2,0,1,False
313,198,14,6,3,0,0,1,2,2,0,4,False
325,183,2,10,3,4,1,5,0,0,1,9,False
218,273,24,9,4,1,3,2,0,0,2,7,False
280,236,5,3,2,1,2,4,2,1,2,5,False
248,274,7,3,0,3,2,3,0,0,0,3,False
278,240,9,1,4,1,0,2,2,1,1,4,False
252,242,19,7,5,3,3,4,1,2,2,3,True
247,267,0,10,2,5,0,3,1,0,1,7,True
266,255,8,8,1,1,0,0,0,0,2,2,True
293,221,12,3,1,0,2,1,1,2,1,6,False
309,209,3,10,3,3,1,0,1,1,1,2,False
246,266,16,2,0,3,0,1,1,0,1,7,True
271,235,8,7,3,0,1,5,2,1,1,9,True
281,222,12,13,4,1,1,3,1,1,1,3,False
261,234,19,12,3,4,2,1,2,1,2,2,True
255,259,15,6,1,1,2,0,0,2,2,0,True
261,247,16,3,5,3,2,1,0,2,1,2,True
294,215,11,3,5,2,1,3,0,0,2,7,False
259,245,22,3,1,1,2,3,1,1,0,5,True
274,242,16,0,2,2,2,2,0,0,0,3,False
253,255,6,9,3,4,3,0,0,1,1,8,True
254,246,15,10,3,4,0,2,1,0,2,6,True
285,227,21,0,4,1,3,0,0,1,1,0,False
239,264,4,13,3,5,3,1,2,1,0,8,True
255,246,13,3,4,4,2,3,0,2,2,9,True
243,261,16,6,3,1,2,2,1,1,2,5,True
268,234,14,9,1,3,1,5,1,2,1,4,True
248,248,15,9,5,3,3,0,1,2,1,8,True
273,223,13,13,4,5,0,3,2,2,1,4,False
247,252,18,12,4,3,1,0,2,0,0,4,True
275,241,5,7,4,4,3,3,0,0,0,1,False
276,226,18,4,4,5,0,4,0,1,0,5,False
215,290,12,12,2,3,2,5,1,1,0,0,False
290,219,8,10,3,5,1,0,1,1,0,5,False
245,268,1,10,2,1,1,4,1,1,1,8,True
260,247,19,2,4,5,0,2,0,2,1,1,True
234,293,1,4,3,0,0,5,1,0,2,0,False
232,271,17,5,5,4,2,4,1,1,1,0,True
260,257,8,10,2,1,0,3,0,1,1,0,True
280,223,8,14,5,2,3,1,1,2,0,4,False
259,243,19,11,4,2,1,2,0,0,1,1,True
299,207,16,7,0,2,2,4,0,0,2,4,False
272,234,11,5,0,6,1,5,0,1,1,7,False
303,207,10,12,2,2,0,3,0,0,1,3,False
232,262,25,1,2,4,1,3,1,0,2,10,True
294,208,4,15,5,3,3,1,1,0,1,8,False
280,226,13,8,2,2,2,1,0,1,1,7,False
256,253,7,14,2,4,0,3,1,1,1,1,True
273,237,6,13,1,6,0,4,2,0,1,0,False
293,216,19,9,1,1,0,0,0,2,1,1,False
252,263,6,12,2,0,1,2,0,0,2,3,True
268,254,2,8,3,0,1,0,0,0,0,7,True
243,274,1,8,4,1,1,5,1,2,1,2,False
270,224,24,6,3,4,1,2,2,0,1,6,True
225,272,21,7,3,3,2,0,1,1,0,8,False
234,255,21,14,3,5,2,4,2,1,1,1,True
275,237,14,8,1,4,0,2,0,1,0,1,False
265,229,21,9,0,6,2,4,2,1,0,4,True
308,180,23,5,3,6,3,4,0,1,1,9,False
282,229,4,15,4,5,0,0,1,2,1,0,False
271,253,5,4,4,1,0,3,0,1,1,0,True
258,244,21,3,1,3,2,3,0,0,0,8,True
273,239,16,3,2,3,0,3,0,0,1,3,False
291,231,0,10,0,2,2,2,1,0,1,3,False
285,222,18,4,4,1,1,1,1,1,0,5,False
302,202,15,9,4,3,1,0,2,1,2,2,False
251,265,3,3,3,2,3,3,2,1,0,7,True
272,228,18,4,2,4,2,4,0,2,1,6,False
302,219,0,2,4,5,0,4,1,0,2,4,False
243,250,22,3,3,5,2,3,2,0,0,10,True
235,278,5,3,0,3,3,4,0,1,2,9,False
303,207,9,11,0,4,3,2,1,2,1,0,False
298,209,19,4,5,0,3,0,2,1,0,2,False
272,240,12,3,5,6,1,0,2,2,0,0,False
312,188,16,7,5,2,1,3,2,2,2,3,False
294,212,10,13,0,1,2,4,2,1,1,3,False
281,228,2,5,1,4,3,5,2,0,2,10,False
290,208,20,1,2,3,3,5,2,1,0,8,False
293,212,12,11,0,4,2,4,0,1,0,4,False
245,261,14,6,2,2,2,4,1,1,0,5,True
269,248,7,4,2,2,1,1,1,2,0,6,True
266,235,17,4,0,5,2,2,2,1,1,8,True
279,231,3,12,2,3,2,1,1,1,1,7,False
287,223,0,10,3,1,2,2,2,2,2,9,False
266,260,1,3,2,0,1,0,0,2,2,6,True
288,213,11,11,3,5,1,2,2,2,0,5,False
297,195,17,13,1,1,3,4,2,1,0,9,False
267,222,20,7,5,6,3,5,1,2,2,3,True
256,245,20,5,1,2,3,3,0,2,1,5,True
296,205,4,11,4,6,3,2,1,2,0,9,False
260,232,13,12,2,6,3,4,2,0,2,7,True
238,280,2,8,3,0,1,0,2,2,2,5,False
235,279,6,5,0,4,0,0,2,2,2,8,False
251,244,20,4,4,6,3,4,2,1,0,4,True
277,241,5,9,1,1,1,1,1,0,0,6,False
255,248,21,4,1,2,1,1,1,0,1,8,True
256,264,10,5,3,0,1,0,0,2,0,2,True
287,219,3,14,5,4,2,4,2,0,0,3,False
231,270,11,11,3,4,3,3,2,0,0,5,True
336,181,13,3,5,3,0,0,1,0,0,1,False
249,236,19,14,3,6,3,0,2,0,2,9,True
263,234,13,13,4,0,2,3,2,0,0,9,True
285,226,15,2,0,2,3,3,1,2,0,4,False
312,199,10,8,1,1,1,5,1,2,2,1,False
291,219,12,9,0,1,2,2,1,1,1,4,False
267,242,6,8,4,4,2,2,1,2,0,5,True
276,239,10,3,4,3,2,2,2,0,2,0,False
233,265,23,0,4,2,0,2,1,1,2,10,True
221,292,0,14,4,6,0,0,2,0,1,3,False
282,222,4,15,0,6,0,4,0,2,0,8,False
304,210,10,2,4,5,1,3,2,1,0,1,False
276,233,2,9,4,2,1,4,2,1,1,8,False
283,217,13,9,1,5,1,3,2,0,2,7,False
272,240,12,0,3,4,2,2,1,1,2,4,False
285,214,25,2,2,6,0,1,1,1,0,6,False
306,202,10,4,5,2,3,5,0,2,0,4,False
280,216,16,10,4,2,3,2,1,1,0,8,False
306,202,11,13,1,2,1,2,1,2,0,2,False
329,183,12,2,3,5,2,3,2,1,1,0,False
259,237,16,7,2,4,3,2,1,1,2,9,True
289,217,19,7,3,2,1,1,1,1,1,1,False
279,234,11,6,2,3,1,4,0,1,1,1,False
219,288,19,5,1,2,2,1,0,1,1,4,False
225,275,15,10,4,3,2,3,2,2,2,0,False
259,253,10,0,1,2,0,4,1,2,2,9,True
307,221,5,1,3,0,0,1,0,1,0,4,False
292,223,14,2,0,1,2,1,2,2,2,2,False
270,226,25,7,2,1,1,2,2,2,1,4,True
306,221,1,3,0,0,0,5,0,2,0,5,False
272,231,18,3,3,2,1,1,2,2,1,7,False
317,200,7,11,1,0,2,1,1,0,1,2,False
297,213,6,14,5,2,2,2,0,0,2,0,False
293,213,19,2,3,2,2,1,0,0,1,7,False
268,241,15,0,3,3,2,2,2,1,1,5,True
237,264,3,15,5,1,3,2,2,1,0,10,True
274,219,13,13,3,4,3,3,0,2,2,7,False
248,260,1,13,5,0,0,5,2,2,0,7,True
329,185,7,4,3,1,1,1,0,2,1,9,False
267,245,8,5,2,5,1,4,0,2,0,4,True
284,230,10,5,3,1,2,2,0,2,2,2,False
239,270,7,11,4,4,0,0,0,0,2,6,True
258,267,3,7,2,0,1,0,0,0,0,5,True
293,220,14,1,3,3,1,4,0,1,2,1,False
266,237,16,13,2,0,1,0,2,1,2,3,True
269,233,17,8,1,1,2,4,2,1,1,4,True
255,229,23,11,5,6,3,0,0,1,0,10,True
265,245,18,0,3,0,3,5,1,2,0,1,True
253,241,21,10,1,5,1,0,2,1,1,7,True
283,227,2,4,1,6,3,5,1,0,1,10,False
256,255,3,14,3,6,1,3,0,1,0,1,True
270,244,4,6,0,4,1,0,1,2,2,9,True
262,224,25,11,3,6,0,3,1,2,1,5,True
312,205,1,6,3,3,2,1,0,2,2,6,False
272,239,13,6,1,2,1,2,1,1,2,3,False
222,287,4,14,3,3,1,4,1,2,0,2,False
280,224,25,1,0,3,1,1,1,1,2,4,False
333,195,5,5,0,0,1,3,0,0,0,1,False
324,178,17,10,1,1,1,3,0,2,1,5,False
318,181,22,8,2,0,0,4,1,2,2,3,False
274,225,17,12,2,3,2,0,1,2,2,3,False
224,271,20,12,2,1,2,1,2,1,0,7,True
288,211,21,5,3,4,0,0,2,0,0,9,False
253,261,3,8,4,1,1,3,2,1,2,4,True
219,289,18,0,1,2,0,5,0,0,0,9,False
260,247,18,2,0,0,0,1,2,2,1,10,True
240,277,12,1,3,3,3,2,1,0,1,0,False
289,225,7,5,5,4,3,2,1,0,2,0,False
288,223,10,8,4,1,1,4,1,1,1,1,False
317,195,9,13,0,2,2,1,2,1,0,1,False
235,264,12,11,3,4,3,3,1,2,2,3,True
249,262,13,2,2,1,1,4,2,2,1,4,True
293,234,1,1,3,4,1,0,0,0,2,4,False
271,232,17,11,1,5,2,3,0,0,1,0,True
305,218,0,4,2,3,2,2,1,2,1,3,False
253,252,8,13,0,4,3,1,0,2,1,6,True
327,185,5,6,3,6,2,1,2,1,2,3,False
286,221,12,13,0,2,0,3,2,2,0,2,False
243,254,17,13,3,5,1,3,1,0,2,1,True
314,200,4,8,2,2,3,4,1,2,2,1,False
246,268,18,0,1,1,2,3,1,0,1,2,True
253,254,13,11,2,4,2,1,1,0,0,2,True
275,237,0,15,2,1,1,5,1,0,0,6,False
331,176,20,0,2,1,1,5,0,1,0,6,False
243,237,25,12,5,4,0,2,2,2,1,10,True
220,294,3,14,4,3,1,0,0,0,2,2,False
297,198,20,4,4,3,3,3,1,1,0,9,False
324,192,4,0,4,4,0,3,1,1,1,9,False
317,184,22,8,1,5,1,2,2,1,0,0,False
308,210,2,0,4,4,2,3,1,2,1,6,False
332,173,8,12,0,2,0,4,2,0,2,8,False
276,246,9,1,3,2,1,2,1,0,0,2,False
268,255,1,4,4,0,3,4,0,1,1,2,True
216,283,20,12,0,5,2,3,1,0,0,1,False
255,241,19,11,0,4,2,2,1,1,2,5,True
307,180,24,8,5,4,2,4,0,1,0,8,False
291,212,22,3,1,1,2,2,1,1,2,5,False
301,223,0,5,1,3,0,4,1,0,2,3,False
298,216,7,0,3,5,1,5,2,0,1,5,False
275,223,14,2,4,6,1,3,2,2,1,10,False
237,276,7,2,3,4,2,4,0,1,0,7,False
297,221,7,4,3,4,1,1,1,0,0,4,False
287,225,2,11,1,3,2,3,2,0,2,5,False
292,211,15,8,2,5,2,1,0,2,1,4,False
284,218,18,6,0,4,2,2,1,0,0,8,False
234,263,16,7,5,4,3,1,2,2,2,4,True
239,263,16,4,1,4,2,4,1,2,0,7,True
241,274,10,8,4,0,0,3,1,1,1,0,False
289,228,12,2,1,3,0,2,2,2,1,1,False
266,236,8,9,5,4,3,0,1,1,0,10,True
285,225,14,2,1,1,0,2,2,2,1,8,False
304,188,23,8,3,6,2,0,2,2,0,5,False
233,279,3,6,3,5,1,5,0,0,0,8,False
298,200,22,5,5,3,0,3,2,1,2,2,False
291,229,6,4,4,0,2,1,0,2,1,3,False
261,258,6,3,3,2,2,1,2,0,0,5,True
281,218,24,5,4,2,1,4,1,1,2,0,False
282,221,12,9,2,6,3,0,1,0,2,5,False
280,247,1,1,0,4,0,3,0,0,1,6,False
273,238,17,2,3,2,0,1,0,0,0,7,False
248,251,17,12,0,3,1,2,2,0,0,7,True
306,211,5,5,1,4,0,4,0,0,0,7,False
310,191,8,11,5,5,2,4,0,0,1,6,False
307,197,21,6,2,6,2,0,0,1,0,1,False
259,250,2,8,4,3,2,3,1,2,1,8,True
256,260,9,3,1,5,2,1,1,0,2,3,True
291,227,2,13,1,0,3,3,0,0,1,2,False
273,231,17,6,4,2,2,3,1,1,0,3,False
317,193,9,14,3,2,1,1,2,0,0,1,False
262,251,2,12,4,2,0,3,1,1,0,5,True
280,223,13,12,2,1,2,0,1,2,1,6,False
295,218,0,4,5,4,1,2,1,2,1,10,False
241,263,16,11,0,4,3,0,0,1,0,4,True
270,240,11,11,3,0,1,4,1,1,1,0,True
278,217,19,13,0,2,1,4,1,1,2,5,False
239,254,24,7,5,6,1,2,0,0,1,4,True
249,262,3,6,5,4,0,1,2,1,2,8,True
265,239,8,9,3,4,3,4,0,1,1,6,True
299,208,18,5,0,3,0,2,0,0,1,7,False
243,267,13,2,3,1,3,3,0,1,0,7,True
257,244,18,13,3,0,1,3,0,1,0,3,True
269,238,17,10,4,1,1,0,1,1,0,1,True
225,287,18,3,0,2,2,0,1,1,2,2,False
254,249,8,15,4,1,1,3,2,0,0,6,True
306,198,11,9,2,4,2,4,1,2,2,2,False
328,188,7,0,0,5,0,1,1,2,2,9,False
273,241,12,5,0,4,1,3,0,1,1,2,False
264,243,19,8,3,1,1,0,1,2,1,0,True
254,259,2,7,1,5,2,3,1,2,0,7,True
261,243,16,2,5,4,1,3,1,1,1,5,True
314,203,0,6,4,0,3,2,0,1,2,8,False
271,225,18,12,3,5,3,0,0,1,2,3,True
287,242,2,6,1,0,1,1,1,1,1,0,False
255,260,1,15,0,0,0,5,1,2,1,3,True
311,193,10,1,2,6,3,4,1,1,2,9,False
306,200,19,2,1,1,0,4,1,1,1,7,False
289,209,12,12,3,5,2,2,2,0,1,6,False
285,238,2,2,0,5,0,4,0,2,2,3,False
305,200,15,9,2,4,3,2,0,1,1,1,False
297,206,21,13,0,0,0,2,1,0,1,2,False
275,233,17,7,3,0,3,2,0,0,0,3,False
237,274,10,4,4,3,3,3,2,2,0,1,False
294,234,5,0,4,0,1,1,1,2,1,0,False
217,293,6,6,4,5,1,1,1,1,2,6,False
262,238,19,8,3,5,2,3,1,2,0,0,True
278,233,6,8,0,3,1,3,1,2,0,8,False
291,213,25,1,3,0,3,0,0,1,2,4,False
258,231,23,14,0,6,3,3,0,1,2,2,True
274,250,1,6,0,0,1,4,2,1,2,2,False
274,242,7,6,3,2,2,1,1,0,1,4,False
306,211,0,0,3,4,3,4,1,1,2,8,False
277,241,1,2,3,3,2,1,0,1,2,10,False
250,255,14,3,2,0,1,5,2,0,1,10,True
323,185,10,12,5,2,1,1,2,0,1,1,False
331,178,12,2,2,4,2,3,1,0,2,6,False
264,242,4,13,4,3,0,2,1,2,0,8,True
224,275,21,8,0,3,3,4,1,1,1,2,False
257,262,5,11,0,0,2,0,1,2,1,2,True
230,283,8,1,2,1,3,4,2,2,2,5,False
291,223,2,4,5,1,0,5,1,1,0,10,False
234,262,22,6,4,0,3,4,0,0,0,8,True
264,247,9,4,0,2,3,2,2,2,2,6,True
282,224,7,9,2,2,1,5,1,2,2,6,False
217,296,11,6,2,0,2,0,2,2,1,4,False
268,257,2,6,1,0,0,3,2,1,0,3,True
280,234,2,8,2,2,1,3,2,0,2,7,False
259,249,13,11,1,2,0,0,1,1,1,5,True
265,245,16,7,0,0,1,1,1,2,0,5,True
260,255,9,0,3,2,2,4,0,2,0,6,True
287,221,12,6,0,3,3,3,0,0,2,6,False
292,231,13,0,0,0,3,0,1,0,2,1,False
327,180,21,2,0,0,3,2,1,2,0,5,False
286,207,25,6,5,3,3,1,1,1,2,3,False
289,220,9,10,3,2,0,0,1,0,1,8,False
279,234,6,8,1,5,0,3,1,0,0,6,False
312,208,3,10,3,2,0,0,0,0,1,4,False
247,259,18,2,3,0,2,2,0,2,0,8,True
252,257,17,5,4,3,2,1,1,0,1,0,True
247,268,8,6,4,0,2,3,1,0,1,3,True
252,251,9,11,1,4,2,5,1,0,1,6,True
249,271,4,4,4,4,0,4,1,1,0,1,True
309,210,3,10,1,6,0,0,1,0,1,2,False
301,201,15,10,4,3,0,3,1,1,0,4,False
289,225,20,1,2,0,0,3,0,1,0,2,False
245,253,17,10,5,0,1,3,0,0,0,9,True
272,234,13,11,3,4,1,3,0,1,0,1,False
250,258,4,12,4,5,0,4,1,1,0,4,True
261,256,7,1,3,4,0,3,2,1,2,3,True
233,266,14,14,1,1,2,1,0,2,0,9,True
250,258,14,9,1,0,2,2,2,2,0,3,True
275,231,18,5,0,2,3,2,0,2,0,5,False
232,262,23,7,5,6,2,1,0,0,1,4,True
219,278,17,10,3,3,2,2,0,0,0,9,False
287,231,0,10,3,5,0,3,1,0,0,3,False
312,176,23,14,5,5,1,2,0,2,2,1,False
335,172,18,2,4,5,3,0,0,0,2,2,False
275,238,9,7,2,1,1,4,0,2,1,3,False
237,261,17,11,1,5,2,0,1,2,1,5,True
291,198,25,13,1,1,2,4,0,1,2,5,False
281,228,5,15,3,1,3,5,0,2,0,0,False
232,261,22,15,4,6,0,0,0,0,2,1,True
253,258,21,2,1,0,0,2,0,2,1,3,True
259,256,7,2,2,3,1,3,0,2,2,6,True
321,187,15,5,4,0,0,1,1,2,2,5,False
214,294,13,0,3,6,3,5,2,1,1,1,False
253,248,17,11,1,1,2,4,1,2,2,1,True
280,226,19,5,1,3,1,5,0,2,0,1,False
259,239,22,7,0,3,3,4,0,1,2,3,True
285,222,4,13,1,2,0,2,1,2,2,9,False
287,222,17,3,3,3,1,2,2,1,2,0,False
264,230,21,8,5,6,1,4,0,0,1,3,True
287,225,2,6,2,0,2,4,2,2,2,9,False
246,254,15,14,2,4,3,3,0,0,1,1,True
292,201,21,13,5,4,0,4,0,1,2,0,False
280,239,5,1,5,6,0,1,1,0,0,5,False
253,262,6,7,1,0,2,4,1,0,2,5,True
269,254,2,3,0,3,3,0,1,0,2,6,True
269,235,16,0,0,4,3,4,0,2,0,10,True
251,240,23,6,4,4,0,4,1,1,0,9,True
270,245,12,3,3,4,0,0,0,2,1,3,True
239,267,12,10,4,0,2,4,0,0,1,4,True
326,179,4,11,4,5,0,0,2,2,2,8,False
281,216,8,15,3,0,2,5,0,1,2,10,False
283,211,21,5,3,4,2,4,2,1,1,6,False
262,262,2,0,2,0,2,1,1,0,2,9,True
240,257,25,8,5,0,1,5,0,0,2,0,True
239,269,21,2,2,4,1,2,1,2,0,0,True
257,249,8,8,1,4,1,5,0,0,2,8,True
267,239,1,14,4,6,1,0,1,0,0,10,True
236,263,11,9,4,3,1,3,2,0,2,9,True
227,275,2,13,5,5,1,4,1,0,2,8,False
280,230,15,5,3,2,0,1,1,1,0,5,False
317,192,6,5,5,2,3,4,2,1,0,6,False
229,287,6,10,3,1,1,3,2,1,0,0,False
263,257,9,1,1,5,2,0,0,2,1,2,True
258,249,19,10,2,0,1,0,1,1,1,1,True
312,193,8,15,5,4,1,0,1,1,2,1,False
281,244,9,0,2,2,2,1,0,2,0,0,False
280,231,5,6,3,4,1,1,0,2,2,8,False
309,200,6,3,2,6,2,2,2,2,1,8,False
257,258,5,3,1,2,2,4,1,1,0,9,True
284,224,18,10,4,0,0,2,0,0,0,1,False
266,226,21,14,1,2,2,1,0,2,1,7,True
249,267,9,5,2,2,3,1,2,1,1,1,True
282,218,16,11,4,1,1,1,1,2,1,5,False
250,247,11,12,3,3,2,3,1,1,1,9,True
231,274,24,1,3,4,1,0,2,1,2,0,False
291,222,9,6,4,3,2,2,0,0,2,2,False
240,266,0,10,3,6,2,2,1,1,2,10,True
229,276,19,5,2,2,1,5,0,1,1,2,False
288,229,4,2,0,3,3,4,1,2,2,5,False
236,264,14,11,1,5,1,4,1,2,2,2,True
272,230,10,0,4,5,2,5,2,2,1,10,False
268,242,8,7,4,2,2,2,0,0,2,6,True
274,246,1,2,4,3,0,3,0,2,0,8,False
262,225,25,14,2,1,0,2,1,1,2,8,True
232,278,11,0,5,4,1,4,2,2,2,2,False
293,201,17,7,5,6,1,1,0,1,1,10,False
292,213,12,9,4,5,1,2,2,0,0,3,False
253,255,18,2,0,1,3,1,1,1,0,8,True
239,265,10,13,1,6,3,4,1,1,0,0,True
295,221,8,4,3,3,2,4,2,0,0,1,False
258,254,5,13,2,4,1,0,1,1,1,3,True
278,240,3,9,1,4,1,1,0,2,2,2,False
296,201,22,13,4,3,0,2,1,0,1,0,False
285,201,20,12,3,1,2,5,1,2,2,9,False
223,279,17,10,1,3,3,4,0,1,1,1,False
248,258,17,1,2,4,3,5,0,2,1,2,True
309,211,3,5,1,1,0,3,0,2,0,8,False
247,275,3,6,3,1,0,3,1,1,0,3,False
246,268,7,6,1,1,3,2,1,0,0,8,True
308,178,22,12,5,3,2,0,1,0,2,10,False
241,255,15,12,2,6,1,1,2,1,0,7,True
232,267,19,5,5,5,2,3,2,2,1,0,True
287,231,8,2,4,6,2,1,0,2,0,0,False
273,230,9,6,1,6,3,1,1,2,2,9,False
245,263,15,8,0,3,1,2,1,0,1,4,True
220,291,23,0,0,0,1,3,0,2,0,3,False
259,259,5,4,2,3,1,4,0,1,0,5,True
264,249,9,3,4,0,0,4,1,1,0,8,True
275,234,15,7,2,2,2,2,1,0,0,3,False
225,267,20,14,2,5,0,4,0,0,2,4,True
287,215,11,9,0,6,2,5,0,2,2,4,False
275,229,19,4,5,3,0,1,0,2,1,4,False
239,247,22,11,4,2,2,3,0,2,2,9,True
331,186,3,9,4,3,0,1,0,0,0,6,False
289,224,14,10,0,1,0,0,0,2,2,1,False
311,204,3,3,5,2,2,2,1,2,2,6,False
320,189,22,2,1,5,1,1,0,0,2,0,False
284,235,4,9,2,2,2,0,2,2,0,1,False
265,232,19,12,0,1,2,2,2,1,0,7,True
270,236,17,6,4,2,2,2,1,1,0,2,True
276,229,11,7,1,2,1,3,1,1,1,10,False
262,242,10,10,3,0,2,4,1,1,0,8,True
262,252,12,2,1,5,0,3,0,1,1,4,True
295,213,13,11,2,0,3,3,1,0,0,2,False
279,225,8,9,2,5,1,3,1,2,0,8,False
249,245,16,9,3,6,3,4,0,2,1,5,True
294,212,18,8,0,3,1,3,0,0,2,2,False
243,259,19,3,2,2,3,0,2,0,1,9,True
296,219,10,10,4,0,1,1,2,0,0,0,False
341,177,6,8,2,0,1,4,0,1,1,2,False
208,281,23,7,4,2,3,3,2,2,2,6,False
264,242,15,4,0,2,1,4,1,1,1,8,True
237,271,13,7,2,4,3,2,0,0,0,4,True
245,245,20,11,5,4,0,5,0,0,2,6,True
270,237,15,8,0,0,3,2,2,1,2,3,True
283,227,16,3,3,2,2,4,1,0,0,2,False
214,300,12,2,3,2,0,2,1,1,0,6,False
277,224,20,12,2,2,1,2,0,1,1,1,False
263,238,11,11,4,5,2,0,0,1,1,7,True
285,206,22,8,3,1,3,0,2,2,2,9,False
338,184,5,1,1,4,0,0,1,1,1,7,False
293,230,1,11,3,0,0,1,0,2,2,0,False
263,230,25,10,5,1,0,2,2,2,1,2,True
247,264,14,0,5,5,1,2,1,2,2,0,True
239,264,8,12,3,4,2,4,1,0,2,4,True
244,258,11,3,5,3,1,4,1,1,2,10,True
264,257,1,6,2,2,3,3,1,1,1,2,True
255,254,8,10,5,2,2,1,2,0,1,3,True
307,201,5,11,3,4,3,1,0,2,0,6,False
279,204,25,13,1,5,3,3,2,0,0,8,False
286,209,25,6,5,5,1,4,1,1,0,0,False
255,235,15,14,1,5,2,4,2,0,0,10,True
294,202,24,5,1,5,3,2,1,1,0,5,False
215,287,20,2,3,0,0,3,2,2,0,9,False
286,228,8,10,2,2,1,1,1,0,2,2,False
292,210,14,4,1,2,3,5,2,0,1,9,False
264,255,4,6,1,4,0,1,2,0,0,6,True
249,260,10,7,2,6,2,4,2,1,0,0,True
245,259,10,13,3,3,0,3,2,1,2,2,True
246,263,13,9,2,3,1,3,0,1,2,0,True
268,258,2,0,0,1,3,0,1,1,1,8,True
325,182,2,5,4,5,2,5,0,2,2,9,False
277,241,4,9,1,2,0,1,0,1,0,7,False
269,234,16,10,3,3,0,3,1,0,1,3,True
245,256,23,0,0,6,2,1,1,0,2,7,True
274,225,19,9,5,1,3,0,0,2,1,4,False
